Country,Intercentrality
United States,1599513.1831552275
United Kingdom,808619.4710859125
Egypt,532524.3522399757
France,514959.2992488956
Singapore,473069.8256040104
South Africa,460337.4041040139
Saudi Arabia,406318.4544189712
Thailand,376106.61686703376
India,371743.1725680744
Pakistan,357463.63599900994
Djibouti,356129.2567189764
Denmark,353587.2594128782
Portugal,349883.38118897285
United Arab Emirates,349834.4823439745
Italy,348255.2112169359
Oman,341413.63320398424
Kenya,336748.04905399587
Somalia,335793.98905400746
China,334722.1046380019
Japan,333918.08691495005
Spain,332170.0881759543
Nigeria,312032.1698039733
Malaysia,309585.6073181052
Philippines,306808.8366990099
Taiwan,300228.8635940384
C�te d'Ivoire,295665.1438419549
Seychelles,291446.15267901216
Guatemala,278278.05176896416
Madagascar,272063.58803203516
Qatar,270565.8985319659
Kuwait,267954.11003199033
Iraq,267874.0875319969
Bahrain,267777.1700319573
Colombia,266972.74622200243
Comoros,265934.48453195207
Tanzania,264233.68553201295
Mozambique,264220.24553200323
Sudan,263177.6795320008
Panama,255816.14561201073
Gabon,254149.39654796012
"Congo, Dem. Rep.",250565.7966539627
Greece,249203.66047099046
Senegal,247809.44258297514
Ghana,247049.007011964
Brazil,241983.8600351056
Cyprus,236977.42843996733
Angola,233836.86023292132
"Congo, Rep.",228638.49023296777
Guam,228128.53012801986
Vietnam,224404.3852020437
Costa Rica,222980.28722690977
Virgin Islands (U.S.),206061.96972714737
Canada,205697.9641129505
Maldives,192326.50006501563
South Korea,190782.17773000803
Mexico,190371.95770301297
Ireland,190079.8083449863
Yemen,188012.06501001772
Norway,175146.94228299242
Indonesia,174465.53965503257
Australia,170635.95752503444
Israel,169604.3003669884
Netherlands,165899.22375502903
Honduras,163395.2822829308
Togo,152444.34673700202
Libya,150315.5349470228
Sri Lanka,149850.38219503872
Argentina,130131.56345298048
Northern Mariana Islands,123996.4386930028
Namibia,120493.68357700203
Uruguay,119546.70583301596
Malta,117021.97504398599
Myanmar,111077.61855999101
Tunisia,104326.9900999926
Sweden,103207.06099905074
"Saint Helena, Ascension and Tristan da Cunha",99576.54615300056
Fiji,95967.1353770569
Palau,95718.35996800102
Chile,94509.36674301978
New Zealand,89698.81766000018
Morocco,88326.09075499885
Peru,81517.88424300216
Isle of Man,78921.09336299542
Ecuador,78360.9342430057
Cape Verde,78263.50137700513
French Guiana,77332.0496431673
Jordan,72327.87480301037
Finland,69725.85336497799
Germany,62976.61204302497
Benin,62408.11131996382
Algeria,59697.37310298905
Cambodia,54501.1954900017
Tonga,49468.17090803478
Turkey,47152.82482592203
Iran,43850.075043009594
Kiribati,40629.58923099935
Tokelau,40629.58923099935
Jersey,40050.93665799685
Cameroon,40005.01565496158
Estonia,39738.20654301066
Dominican Republic,39470.764822956175
Aruba,37872.714231008664
Bangladesh,37670.90633300133
American Samoa,37288.15074305236
Virgin Islands (U.K.),34781.73729593586
Christmas Island,31119.335711000487
Lebanon,30220.138189976104
Martinique,29773.005546191707
Sao Tome and Principe,28343.418422987685
Cura�ao,28342.783921111375
Sierra Leone,27880.58285799995
Liberia,27880.58285799995
Gambia,27880.582857998088
Guinea,27880.582857998088
Guinea-Bissau,27880.582857998088
Brunei,27730.00642100256
Equatorial Guinea,27496.164044985548
Trinidad and Tobago,26889.95304609742
Micronesia,26443.43611103203
Gibraltar,25500.445461000316
Monaco,25289.029080990702
Venezuela,25246.068046097644
Cocos (Keeling) Islands,24193.60233600065
British Indian Ocean Territory,24193.60233599972
Cuba,22729.24804605916
Uganda,22097.30642100051
Samoa,21735.399154135026
Guernsey,21442.197850967757
Iceland,20404.150545991957
Belgium,19971.33111099992
Russia,17537.47268999461
Guyana,17345.85144799482
Mauritius,17274.323046051897
Papua New Guinea,15662.786447999068
R�union,15088.48304601293
Jamaica,14054.543045974337
Mauritania,13401.379346000962
Wallis and Futuna,13037.096654104069
Suriname,12431.68304602988
Barbados,9451.748045901768
Solomon Islands,8764.583045998588
French Polynesia,7841.889850071631
Niue,7603.169849999249
Cook Islands,7603.169849999249
Bahamas,7595.33304592967
Saint Pierre and Miquelon,7461.7430459996685
Saint Martin,6550.847143973224
Bulgaria,5975.380885977298
Guadeloupe,5129.099644051865
Turks and Caicos Islands,4796.203045972623
Haiti,4632.719644010067
Romania,4622.392144014128
Bermuda,4568.319643992931
Timor-Leste,4264.083045998588
Albania,3972.7265300089493
Mayotte,3735.1596439667046
Nicaragua,3718.759643969126
Belize,3693.5596440341324
Saint Lucia,3413.0996439792216
Cayman Islands,3287.454644021578
Ukraine,2932.7596439989284
Dominica,2180.2321440400556
Georgia,2096.3821439668536
Saint Kitts and Nevis,2062.8146440042183
Saint Vincent and the Grenadines,2047.9971439819783
Lithuania,1682.5615220479667
Grenada,1566.9571440070868
Greenland,1472.2546439962462
Antigua and Barbuda,1406.7571440134197
"Bonaire, Sint Eustatius and Saba",1348.542144051753
Sint Maarten,1306.0121440123767
Anguilla,1142.762143935077
Saint Barth�lemy,1123.2796439509839
Montserrat,665.8146439623088
New Caledonia,146.67214404046535
Faroe Islands,111.54214395955205
Marshall Islands,83.06214403361082
Vanuatu,56.98214402422309
Syria,2.4628839744254947
Latvia,1.4203620804473758
Poland,0.9059019824489951
Croatia,0.20532398391515017
,
,
,
,
